onset	duration	conditions
9596	2000	global incongruent
16360	2000	global incongruent
22107	2000	global incongruent
25856	2000	global incongruent
32569	2000	local congruent
36317	2000	local incongruent
43064	2000	local congruent
48795	2000	global congruent
52444	2000	global congruent
59241	2000	local congruent
63972	2000	local congruent
69719	2000	local congruent
73451	2000	local congruent
79215	2000	local incongruent
83980	2000	global congruent
89727	2000	global congruent
95475	2000	local incongruent
100206	2000	local congruent
104937	2000	local incongruent
110684	2000	global incongruent
115432	2000	global incongruent
119181	2000	local incongruent
124911	2000	local congruent
130542	2000	local congruent
135290	2000	global incongruent
139055	2000	global incongruent
145802	2000	global congruent
152549	2000	local incongruent
159296	2000	global incongruent
164027	2000	local incongruent
167759	2000	local congruent
174523	2000	local incongruent
181270	2000	local incongruent
186001	2000	global congruent
192748	2000	global congruent
197479	2000	local incongruent
204210	2000	global incongruent
209940	2000	global congruent
215688	2000	local incongruent
219453	2000	global congruent
223184	2000	global congruent
227916	2000	local congruent
231681	2000	local congruent
235446	2000	global incongruent
240177	2000	global incongruent
246891	2000	global congruent
250639	2000	local incongruent
255403	2000	global congruent
